债务人名称|所在地区|担保方式|资产类型|债权总额（元）|结束时间
扬州人家国际大酒店有限公司|江苏省扬州市|三种担保都有|宾馆酒店|106835938.39|2023-08-23
丹阳市圆丰五金塑料有限公司|江苏省镇江市丹阳市|保证担保||6421119.13|2022-08-25
溧阳军荣旅游用品有限公司|江苏省常州市溧阳市|信用担保||36061391.72|2022-08-25
常州博雷盛电气科技公司|江苏省常州市天宁区|保证担保||25413500.0|2023-08-17
溧阳旭松金属材料有限公司|江苏省常州市溧阳市|保证担保||4377415.96|2022-08-25
丹阳市锋华模业有限公司|江苏省镇江市丹阳市|保证担保||12768838.6|2021-08-25
丹阳市宇达汽车钣金有限公司|江苏省镇江市丹阳市|保证担保||6445045.55|2022-08-25
建业恒安工程管理股份有限公司|江苏省无锡市惠山区|保证担保||32724871.63|2022-08-25
江苏盈春实业有限公司|江苏省南京市秦淮区|保证担保||34722900.0|2023-08-17
江苏长丰耐火材料有限公司|江苏省镇江市丹阳市|保证担保||27879500.0|2023-08-17
常州市强宏机械有限公司|江苏省常州市天宁区|保证担保||8691900.0|2023-08-17
丹阳市巨贸康健器材有限公司|江苏省镇江市丹阳市|保证担保及抵质押担保|轿车|39555774.73|2023-08-17
苏州汇丰材料科技股份有限公司|江苏省苏州市吴江区|保证担保及抵质押担保|工业用地|86993769.56|2021-08-31
德合集团有限公司|江苏省苏州市姑苏区|保证担保及抵质押担保|商业用地|3495666.4|2022-09-23
江苏昌盛电缆集团有限公司|江苏省常州市天宁区|保证担保||26354937.22|2023-08-25
南通东大商贸发展有限公司|江苏省南通市通州区|三种担保都有|车位、车库等其他商业用房,商铺、商场|44063954.66|2023-08-23
常州科林矿山机械有限公司|江苏省常州市天宁区|保证担保及抵质押担保|轿车|23631352.85|2023-08-17
江苏梦想方舟儿童体验教育科技有限公司|江苏省无锡市|保证担保及抵质押担保|商铺、商场|8298953.74|2022-08-23
江苏意龙精密模具有限公司|江苏省无锡市|保证担保及抵质押担保|商铺、商场|30326793.59|2022-08-23
吴江市东华纺织有限公司|江苏省苏州市吴江区|保证担保及抵质押担保|标准工业厂房及仓储|14195012.69|2022-08-20
溧阳市鑫源铜业有限公司|江苏省常州市溧阳市|保证担保||16844418.16|2022-08-25
江苏新瑞汽车有限公司|江苏省镇江市丹阳市|保证担保||33659600.0|2023-08-17
南京新钢贸易有限公司|江苏省南京市秦淮区|保证担保||2643900.0|2023-08-17
溧阳市正顺废金属回收有限公司|江苏省常州市溧阳市|保证担保||11652433.44|2022-08-25
常州市九色鹿商贸有限公司|江苏省常州市天宁区|保证担保||5295700.0|2023-08-17
江苏省溧阳市云龙设备制造有限公司|江苏省常州市溧阳市|保证担保||66499686.94|2022-08-25
江苏新亚特钢锻造有限公司|江苏省镇江市丹阳市|保证担保||23628540.67|2023-08-17
丹阳铠利金汽车配件有限公司|江苏省镇江市丹阳市|保证担保||12870397.1|2022-08-25
江苏锐光车业有限公司|江苏省镇江市丹阳市|保证担保||32535924.98|2023-08-17
无锡瑞年实业有限公司|江苏省无锡市滨湖区|保证担保||39989577.89|2022-08-25
丹阳市新威汽车部件有限公司|江苏省镇江市丹阳市|保证担保||26689700.0|2023-08-17
无锡鹭江物资有限公司|江苏省无锡市惠山区|保证担保及抵质押担保|商铺、商场|12061835.78|2021-11-25
无锡星斗经贸有限公司|江苏省无锡市惠山区|保证担保及抵质押担保|商铺、商场|11643530.19|2021-11-25
江阴市永旭钢铁贸易有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|商铺、商场|17176418.96|2021-11-25
江阴市宏企钢铁有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|商铺、商场|18682039.52|2021-11-25
无锡商祺钢铁贸易有限公司|江苏省无锡市惠山区|保证担保||9240971.11|2021-11-25
江苏明通机械设备有限公司|江苏省无锡市惠山区|保证担保||22487515.07|2021-11-25
无锡市东意制冷设备有限公司|江苏省无锡市梁溪区|保证担保||4749987.88|2023-08-17
江苏松林汽车零部件有限公司|江苏省无锡市梁溪区|保证担保||4012217.16|2023-08-17
江苏瑞桓建设有限公司|江苏省无锡市梁溪区|保证担保||20432169.48|2023-08-17
江苏慧龙汽车配件有限公司|江苏省镇江市丹阳市|保证担保||5287022.15|2022-08-25
丹阳市洁欣汽车线束有限公司|江苏省镇江市丹阳市|保证担保||16102090.8|2023-08-17
丹阳市长福交通器材有限公司|江苏省镇江市丹阳市|保证担保||8640205.65|2022-08-25
丹阳市华亨车业有限公司|江苏省镇江市丹阳市|保证担保||12738832.83|2022-11-25
江苏天亿实业集团有限公司|江苏省南京市秦淮区|保证担保||53790832.77|2023-08-17
中坤文化集团有限公司|江苏省南京市秦淮区|保证担保||16719173.11|2023-08-17
江苏汇中戈特尔空调有限公司|江苏省南京市秦淮区|保证担保||34896093.48|2023-08-17
丹阳市鑫亚车配有限公司|江苏省镇江市丹阳市|保证担保||10542847.8|2022-08-25
丹阳市揽月车件有限公司|江苏省镇江市丹阳市|保证担保||7809666.75|2022-08-25
无锡市润飞钢管有限公司|江苏省无锡市|保证担保及抵质押担保|商铺、商场|29841200.0|2022-08-23
南京登财商贸有限公司|江苏省南京市秦淮区|保证担保||9140762.37|2023-08-17
江阴博格机械制冷技术有限公司|江苏省无锡市|保证担保及抵质押担保|商铺、商场|30480600.0|2022-08-23
无锡融德商贸有限公司|江苏省无锡市|保证担保及抵质押担保|高层办公楼|22554369.81|2022-08-23
常州市兰新建筑工程有限公司|江苏省常州市|保证担保及抵质押担保|宾馆酒店,车位、车库等其他商业用房,居住用地,普通商品用房,商铺、商场|24498889.07|2022-08-23
江阴坤泰合金制品有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|别墅,其他设备|27396336.32|2022-08-23
常州松凌照明科技有限公司|江苏省常州市武进区|保证担保及抵质押担保|商铺、商场|5020374.43|2021-11-25
常州市欣龙纸制品厂|江苏省常州市钟楼区|保证担保及抵质押担保|高档公寓|6831312.94|2021-11-25
常州瑞博建材有限公司|江苏省常州市金坛区|保证担保及抵质押担保|标准工业厂房及仓储|6018257.04|2021-11-25
无锡盟展钢铁贸易有限公司|江苏省无锡市惠山区|保证担保及抵质押担保|商铺、商场|5003846.85|2021-11-25
无锡嘉仕博物资有限公司|江苏省无锡市惠山区|保证担保及抵质押担保|商铺、商场|11812284.09|2021-11-25
无锡皮革城有限公司|江苏省无锡市|保证担保及抵质押担保|商铺、商场|13986756.58|2022-08-23
江阴宏茂合金材料有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|标准工业厂房及仓储|103584616.88|2022-08-23
溧阳市天盛建材有限公司|江苏省常州市钟楼区|保证担保及抵质押担保|商铺、商场|18247001.92|2022-08-23
溧阳市洲际宾馆有限公司|江苏省常州市溧阳市|保证担保及抵质押担保|商铺、商场|30875621.89|2022-08-23
常州美地园林工程有限公司|江苏省常州市|保证担保及抵质押担保|商铺、商场|36376836.62|2022-08-23
南京亚通电力设备有限公司|江苏省南京市溧水区|保证担保及抵质押担保|普通商品用房,商铺、商场|4159328.54|2022-08-23
江苏瑞普家具有限公司|江苏省常州市|保证担保及抵质押担保|商铺、商场|42776408.55|2022-08-23
溧阳恒胜燃料有限公司|江苏省常州市溧阳市|保证担保及抵质押担保|商铺、商场|25174964.86|2022-08-23
南京溧水龙城湾苗木种植专业合作社|江苏省南京市溧水区|保证担保及抵质押担保|宾馆酒店|7817417.74|2022-08-23
南京今维宁建设工程有限公司|江苏省南京市溧水区|保证担保及抵质押担保|商铺、商场|6173984.4|2022-08-23
江苏苏恒钢业贸易发展有限公司|江苏省常州市溧阳市|保证担保及抵质押担保|商铺、商场|34022012.16|2022-08-23
南京伟赫建筑安装工程有限公司|江苏省南京市高淳区|保证担保及抵质押担保|非标准工业厂房及仓储|3417123.8|2022-08-23
江苏光辉灯具市场有限公司|江苏省常州市钟楼区|保证担保及抵质押担保|商业用地|235890082.72|2022-08-20
贵州遵义桐鑫矿业有限公司|贵州省遵义市红花岗区|保证担保及抵质押担保|商铺、商场|33941824.84|2022-02-28
贵州金兰矿业有限责任公司|贵州省毕节市黔西县|保证担保及抵质押担保|采矿权|173667401.87|2022-02-28
赫章县妈姑镇何家冲煤矿|贵州省毕节市赫章县|保证担保及抵质押担保|采矿权|86770711.93|2023-08-28
赫章县新华选煤厂|贵州省毕节市赫章县|保证担保||45304088.48|2022-02-28
赫章县新华选煤厂|贵州省毕节市赫章县|保证担保||48746500.0|2022-02-28
贵阳金黛物资贸易有限公司|贵州省贵阳市|保证担保||6123567.14|2022-02-28
兴仁县佳顺煤矿|贵州省黔西南布依族苗族自治州兴仁市|保证担保||78489952.87|2022-02-28
习水县祥泰矿山机电设备有限公司|贵州省遵义市习水县|保证担保||76882883.81|2022-02-28
兴仁县合营煤矿|贵州省黔西南布依族苗族自治州兴仁市|保证担保及抵质押担保|采矿权|65040669.93|2022-02-28
贵州溢鹏木业有限公司|贵州省黔东南苗族侗族自治州丹寨县|保证担保及抵质押担保|工业用地|71619533.31|2022-02-28
贵州黝金矿业有限公司|贵州省遵义市务川仡佬族苗族自治县|保证担保及抵质押担保|商铺、商场|6919879.75|2022-02-28
六盘水明挥矿业有限公司|贵州省六盘水市|三种担保都有|商铺、商场|32149839.35|2022-02-28
贵州金锐达贸易有限公司|贵州省黔南布依族苗族自治州惠水县|保证担保及抵质押担保|商铺、商场|26720569.68|2022-02-28
贵州众基电气有限公司|贵州省贵阳市南明区|保证担保||9165685.84|2022-02-28
山西宏特煤化工有限公司|山西省吕梁市交城县|三种担保都有|产成品,化工、木材、非金属加工专用设备|150419867.9|2021-12-31
上海宏特化工有限公司|上海市奉贤区|三种担保都有|非上市公司股权,化工、木材、非金属加工专用设备|194598586.88|2021-12-31
上海总章投资管理有限公司|上海市|抵质押担保|商铺、商场|291432841.67|2023-08-23
上海云统创申智能科技有限公司|上海市浦东新区|保证担保及抵质押担保|标准工业厂房及仓储|166271485.46|2021-12-31
辽宁天顺集团有限公司|辽宁省沈阳市和平区|保证担保及抵质押担保|标准工业厂房及仓储|43841699.29|2021-12-31
上海众敏供应链管理有限公司|上海市杨浦区|保证担保及抵质押担保|别墅|58281399.03|2021-12-31
上海汇裕置业有限公司|上海市浦东新区|保证担保及抵质押担保|商铺、商场|112112862.52|2021-12-31
天津物产进出口贸易有限公司|天津市|保证担保及抵质押担保|公寓式办公楼|223325081.33|2021-12-31
长春市朝阳区解放大路小学校|吉林省长春市朝阳区|保证担保||19514947.9|2021-12-31
云南海运房地产开发经营有限公司|云南省昆明市官渡区|保证担保及抵质押担保|办公用房在建工程|195418031.05|2021-12-31
河北汇能进出口贸易有限公司|河北省石家庄市桥西区|保证担保及抵质押担保|宾馆酒店|58814002.08|2022-12-31
上海嵩文实业发展有限公司|上海市|保证担保及抵质押担保|高层办公楼|14720386.58|2021-12-31
上海金玉湾企业管理有限公司|上海市|保证担保及抵质押担保|高层办公楼|14595155.69|2021-12-31
上海天霖阁酒店管理有限公司|上海市|保证担保及抵质押担保|高层办公楼|26359483.8|2021-12-31
上海兄弟园艺风景工程有限公司|上海市|保证担保及抵质押担保|高层办公楼|22598069.96|2021-12-31
上海恒渊实业有限公司|上海市|保证担保及抵质押担保|高层办公楼|10636696.13|2021-12-31
上海宜骋实业有限公司|上海市|保证担保及抵质押担保|高层办公楼|15661697.1|2021-12-31
上海晋歌实业有限公司|上海市|保证担保及抵质押担保|商铺、商场|130252550.14|2021-12-31
山西路鑫能源集团有限公司|山西省晋中市介休市|保证担保及抵质押担保|采矿权,非上市公司股权,其他,其他设备|777781614.26|2022-08-31
远成物流股份有限公司|上海市|保证担保及抵质押担保|多层办公楼,非上市公司股权,工业用地|532768353.93|2021-12-31
尚德太阳能电力有限公司|上海市闵行区|抵质押担保|非标准工业厂房及仓储|513722266.03|2023-08-23
邹平金码煤业有限公司|山东省滨州市邹平市|保证担保及抵质押担保|其他行业专用设备|27448388.85|2031-08-31
天津浩安矿产有限公司|天津市|保证担保及抵质押担保|商铺、商场|239733941.89|2021-12-31
大连实德塑料建材有限公司|辽宁省大连市中山区|保证担保及抵质押担保|其他行业专用设备,商铺、商场|159893796.39|2022-08-31
九江华融鼎泰投资中心（有限合伙）|海南省海口市|信用担保及保证担保||10000000.0|2022-12-31
杭州凯复数智投资合伙企业（有限合伙）|北京市房山区|信用担保及保证担保||30000000.0|2022-12-31
吉林省冰冬食品股份有限公司|吉林省辽源市东丰县|抵质押担保|标准工业厂房及仓储,工业用地|100852217.35|2022-08-30
宁夏电影集团有限公司|宁夏回族自治区银川市兴庆区|信用担保||676.0|2022-12-31
湘潭市楚天金属制品有限公司|湖南省湘潭市|保证担保及抵质押担保|标准工业厂房及仓储|37804189.95|2021-09-17
银川奥特莱斯投资有限公司|宁夏回族自治区银川市贺兰县|保证担保及抵质押担保|别墅,居住用地,商铺、商场|73546666.66|2022-08-27
东营大海控股有限公司|山东省东营市东营区|信用担保||272302766.64|2022-12-31
增城荔冠陶瓷发展有限公司|广东省广州市增城区|信用担保||13862700.0|2021-12-31
北京隆富骐工贸有限公司|北京市丰台区|保证担保及抵质押担保|商铺、商场|14594218.36|2022-08-23
汕头市传诚实业有限公司|广东省汕头市潮阳区|保证担保及抵质押担保|纺织、服装和皮革工业专用设备|9657032.22|2022-06-30
